sku,product,attribute_id,attribute,value_id,value,"default value"
007,"Print on Kappa",20,hanging_clip,781,hanging_clip_yes,hanging_clip_yes
007,"Print on Kappa",20,hanging_clip,782,hanging_clip_no,hanging_clip_yes
007,"Print on Kappa",30,fix_it,1131,fix_it_no,fix_it_no
007,"Print on Kappa",30,fix_it,1130,fix_it_yes,fix_it_no
008,"Print on Alucobond",2,format,834,horizontal,horizontal
008,"Print on Alucobond",2,format,835,vertical,horizontal
008,"Print on Alucobond",2,format,929,square,horizontal
008,"Print on Alucobond",4,colors,1400,print_color_colorful,print_color_colorful
008,"Print on Alucobond",13,production_time,1134,industrial,industrial
008,"Print on Alucobond",14,size,927,art_print_30x30,art_print_30x30
008,"Print on Alucobond",14,size,928,art_print_40x40,art_print_30x30
008,"Print on Alucobond",14,size,936,art_print_a4,art_print_30x30
008,"Print on Alucobond",14,size,937,art_print_a3,art_print_30x30
008,"Print on Alucobond",14,size,938,art_print_50x70,art_print_30x30
008,"Print on Alucobond",14,size,939,art_print_60x80,art_print_30x30
008,"Print on Alucobond",21,hanging_holes,789,hanging_holes_yes,hanging_holes_no
008,"Print on Alucobond",21,hanging_holes,790,hanging_holes_no,hanging_holes_no
008,"Print on Alucobond",22,screws,792,screws_yes,screws_no
008,"Print on Alucobond",22,screws,793,screws_no,screws_no
008,"Print on Alucobond",30,fix_it,1131,fix_it_no,fix_it_no
008,"Print on Alucobond",30,fix_it,1130,fix_it_yes,fix_it_no
009,"Print on Perspex",2,format,834,horizontal,horizontal
009,"Print on Perspex",2,format,835,vertical,horizontal
009,"Print on Perspex",2,format,929,square,horizontal
009,"Print on Perspex",4,colors,1400,print_color_colorful,print_color_colorful
009,"Print on Perspex",13,production_time,1134,industrial,budget
009,"Print on Perspex",13,production_time,754,budget,budget
009,"Print on Perspex",14,size,927,art_print_30x30,art_print_30x30
009,"Print on Perspex",14,size,928,art_print_40x40,art_print_30x30
009,"Print on Perspex",14,size,936,art_print_a4,art_print_30x30
009,"Print on Perspex",14,size,937,art_print_a3,art_print_30x30
009,"Print on Perspex",14,size,938,art_print_50x70,art_print_30x30
009,"Print on Perspex",14,size,939,art_print_60x80,art_print_30x30
009,"Print on Perspex",14,size,940,art_print_70x100,art_print_30x30
009,"Print on Perspex",15,product_color,1088,product_color_white,product_color_white
009,"Print on Perspex",15,product_color,1460,car_sticker_a3_clear,product_color_white
009,"Print on Perspex",21,hanging_holes,789,hanging_holes_yes,hanging_holes_no
009,"Print on Perspex",21,hanging_holes,790,hanging_holes_no,hanging_holes_no
009,"Print on Perspex",22,screws,792,screws_yes,screws_no
009,"Print on Perspex",22,screws,793,screws_no,screws_no
009,"Print on Perspex",30,fix_it,1131,fix_it_no,fix_it_no
009,"Print on Perspex",30,fix_it,1130,fix_it_yes,fix_it_no
010,"Print on PVC",2,format,834,horizontal,horizontal
010,"Print on PVC",2,format,835,vertical,horizontal
010,"Print on PVC",2,format,929,square,horizontal
010,"Print on PVC",4,colors,1400,print_color_colorful,print_color_colorful
010,"Print on PVC",13,production_time,754,budget,budget
010,"Print on PVC",13,production_time,1134,industrial,budget
010,"Print on PVC",14,size,927,art_print_30x30,art_print_30x30
010,"Print on PVC",14,size,928,art_print_40x40,art_print_30x30
010,"Print on PVC",14,size,936,art_print_a4,art_print_30x30
010,"Print on PVC",14,size,937,art_print_a3,art_print_30x30
010,"Print on PVC",14,size,938,art_print_50x70,art_print_30x30
010,"Print on PVC",14,size,939,art_print_60x80,art_print_30x30
010,"Print on PVC",14,size,940,art_print_70x100,art_print_30x30
010,"Print on PVC",21,hanging_holes,789,hanging_holes_yes,hanging_holes_no
010,"Print on PVC",21,hanging_holes,790,hanging_holes_no,hanging_holes_no
010,"Print on PVC",22,screws,792,screws_yes,screws_no
010,"Print on PVC",22,screws,793,screws_no,screws_no
010,"Print on PVC",30,fix_it,1130,fix_it_yes,fix_it_no
010,"Print on PVC",30,fix_it,1131,fix_it_no,fix_it_no
011,"Print on Cardboard",2,format,834,horizontal,horizontal
011,"Print on Cardboard",2,format,835,vertical,horizontal
011,"Print on Cardboard",2,format,929,square,horizontal
011,"Print on Cardboard",4,colors,1400,print_color_colorful,print_color_colorful
011,"Print on Cardboard",13,production_time,754,budget,budget
011,"Print on Cardboard",13,production_time,1134,industrial,budget
011,"Print on Cardboard",14,size,927,art_print_30x30,art_print_30x30
011,"Print on Cardboard",14,size,928,art_print_40x40,art_print_30x30
011,"Print on Cardboard",14,size,936,art_print_a4,art_print_30x30
011,"Print on Cardboard",14,size,937,art_print_a3,art_print_30x30
011,"Print on Cardboard",14,size,938,art_print_50x70,art_print_30x30
011,"Print on Cardboard",14,size,939,art_print_60x80,art_print_30x30
011,"Print on Cardboard",14,size,940,art_print_70x100,art_print_30x30
011,"Print on Cardboard",30,fix_it,1130,fix_it_yes,fix_it_no
011,"Print on Cardboard",30,fix_it,1131,fix_it_no,fix_it_no
012,"T Shirt Round Neck",2,format,765,front_small,front_small
012,"T Shirt Round Neck",2,format,852,front_big,front_small
012,"T Shirt Round Neck",2,format,853,front_small_back,front_small
012,"T Shirt Round Neck",2,format,854,front_big_back,front_small
012,"T Shirt Round Neck",2,format,855,back,front_small
012,"T Shirt Round Neck",4,colors,794,print_color_black,print_color_black
012,"T Shirt Round Neck",4,colors,796,print_color_white,print_color_black
012,"T Shirt Round Neck",13,production_time,1134,industrial,industrial
012,"T Shirt Round Neck",15,product_color,797,shirt_dark_blue,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,798,shirt_red,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,879,shirt_black,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,880,shirt_green,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,881,shirt_grey,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,882,shirt_orange,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,883,shirt_purple,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,884,shirt_white,shirt_dark_blue
012,"T Shirt Round Neck",15,product_color,885,shirt_yellow,shirt_dark_blue
012,"T Shirt Round Neck",23,clothing_size,869,size_s,size_s
012,"T Shirt Round Neck",23,clothing_size,870,size_m,size_s
012,"T Shirt Round Neck",23,clothing_size,871,size_l,size_s
012,"T Shirt Round Neck",23,clothing_size,872,size_xl,size_s
012,"T Shirt Round Neck",23,clothing_size,874,size_xxxl,size_s
012,"T Shirt Round Neck",30,fix_it,1131,fix_it_no,fix_it_no
012,"T Shirt Round Neck",30,fix_it,1130,fix_it_yes,fix_it_no
013,"T Shirt V Neck",2,format,765,front_small,front_small
013,"T Shirt V Neck",2,format,852,front_big,front_small
013,"T Shirt V Neck",2,format,853,front_small_back,front_small
013,"T Shirt V Neck",2,format,854,front_big_back,front_small
013,"T Shirt V Neck",2,format,855,back,front_small
013,"T Shirt V Neck",4,colors,794,print_color_black,print_color_black
013,"T Shirt V Neck",4,colors,796,print_color_white,print_color_black
013,"T Shirt V Neck",13,production_time,1134,industrial,industrial
013,"T Shirt V Neck",15,product_color,797,shirt_dark_blue,shirt_dark_blue
013,"T Shirt V Neck",15,product_color,879,shirt_black,shirt_dark_blue
013,"T Shirt V Neck",15,product_color,881,shirt_grey,shirt_dark_blue
013,"T Shirt V Neck",15,product_color,884,shirt_white,shirt_dark_blue
013,"T Shirt V Neck",23,clothing_size,869,size_s,size_m
013,"T Shirt V Neck",23,clothing_size,870,size_m,size_m
013,"T Shirt V Neck",23,clothing_size,871,size_l,size_m
013,"T Shirt V Neck",23,clothing_size,872,size_xl,size_m
013,"T Shirt V Neck",23,clothing_size,874,size_xxxl,size_m
013,"T Shirt V Neck",30,fix_it,1131,fix_it_no,fix_it_no
013,"T Shirt V Neck",30,fix_it,1130,fix_it_yes,fix_it_no
014,Sweatshirt,2,format,765,front_small,front_small
014,Sweatshirt,2,format,852,front_big,front_small
014,Sweatshirt,2,format,853,front_small_back,front_small
014,Sweatshirt,2,format,854,front_big_back,front_small
014,Sweatshirt,2,format,855,back,front_small
014,Sweatshirt,4,colors,794,print_color_black,print_color_black
014,Sweatshirt,4,colors,796,print_color_white,print_color_black
014,Sweatshirt,13,production_time,1134,industrial,industrial
014,Sweatshirt,15,product_color,1000,sweatshirt_black,sweatshirt_black
014,Sweatshirt,15,product_color,1001,sweatshirt_bordeaux,sweatshirt_black
014,Sweatshirt,15,product_color,1002,sweatshirt_dark_blue,sweatshirt_black
014,Sweatshirt,15,product_color,1003,sweatshirt_green,sweatshirt_black
014,Sweatshirt,15,product_color,1004,sweatshirt_orange,sweatshirt_black
014,Sweatshirt,15,product_color,1005,sweatshirt_purple,sweatshirt_black
014,Sweatshirt,15,product_color,1006,sweatshirt_red,sweatshirt_black
014,Sweatshirt,15,product_color,1007,sweatshirt_turquoise,sweatshirt_black
014,Sweatshirt,15,product_color,1008,sweatshirt_white,sweatshirt_black
014,Sweatshirt,23,clothing_size,869,size_s,size_m
014,Sweatshirt,23,clothing_size,870,size_m,size_m
014,Sweatshirt,23,clothing_size,871,size_l,size_m
014,Sweatshirt,23,clothing_size,872,size_xl,size_m
014,Sweatshirt,30,fix_it,1131,fix_it_no,fix_it_no
014,Sweatshirt,30,fix_it,1130,fix_it_yes,fix_it_no
015,"Roll Up",4,colors,1400,print_color_colorful,print_color_colorful
015,"Roll Up",13,production_time,1134,industrial,budget
015,"Roll Up",13,production_time,754,budget,budget
015,"Roll Up",13,production_time,755,standard,budget
015,"Roll Up",13,production_time,756,express,budget
015,"Roll Up",14,size,888,rollup_a4,rollup_85x200
015,"Roll Up",14,size,889,rollup_a3,rollup_85x200
015,"Roll Up",14,size,877,rollup_85x100,rollup_85x200
015,"Roll Up",14,size,876,rollup_85x200,rollup_85x200
015,"Roll Up",14,size,878,rollup_150x200,rollup_85x200
015,"Roll Up",30,fix_it,1131,fix_it_no,fix_it_no
015,"Roll Up",30,fix_it,1130,fix_it_yes,fix_it_no
016,Postcard,1,paper,824,chromo_matte_220,chromo_matte_300
016,Postcard,1,paper,825,chromo_glossy_220,chromo_matte_300
016,Postcard,1,paper,822,chromo_matte_300,chromo_matte_300
016,Postcard,1,paper,823,chromo_glossy_300,chromo_matte_300
016,Postcard,1,paper,991,ecological,chromo_matte_300
016,Postcard,2,format,834,horizontal,horizontal
016,Postcard,2,format,835,vertical,horizontal
016,Postcard,4,colors,1400,print_color_colorful,print_color_colorful
016,Postcard,6,lamination,933,lamination_no,lamination_no
016,Postcard,6,lamination,843,lamination_2sides_matte,lamination_no
016,Postcard,6,lamination,845,lamination_2sides_glossy,lamination_no
016,Postcard,13,production_time,1134,industrial,budget
016,Postcard,13,production_time,754,budget,budget
016,Postcard,13,production_time,755,standard,budget
016,Postcard,13,production_time,756,express,budget
016,Postcard,14,size,890,postcard_10x15,postcard_10x15
016,Postcard,30,fix_it,1131,fix_it_no,fix_it_no
016,Postcard,30,fix_it,1130,fix_it_yes,fix_it_no
016,Postcard,33,printed_side,1398,printed_side_simplex,printed_side_simplex
016,Postcard,33,printed_side,1399,printed_side_duplex,printed_side_simplex
017,"Folded postcard",1,paper,824,chromo_matte_220,chromo_matte_300
017,"Folded postcard",1,paper,825,chromo_glossy_220,chromo_matte_300
017,"Folded postcard",1,paper,822,chromo_matte_300,chromo_matte_300
017,"Folded postcard",1,paper,823,chromo_glossy_300,chromo_matte_300
017,"Folded postcard",1,paper,991,ecological,chromo_matte_300
017,"Folded postcard",4,colors,1400,print_color_colorful,print_color_colorful
017,"Folded postcard",6,lamination,933,lamination_no,lamination_no
017,"Folded postcard",6,lamination,843,lamination_2sides_matte,lamination_no
017,"Folded postcard",6,lamination,845,lamination_2sides_glossy,lamination_no
017,"Folded postcard",13,production_time,1134,industrial,budget
017,"Folded postcard",13,production_time,754,budget,budget
017,"Folded postcard",13,production_time,755,standard,budget
017,"Folded postcard",13,production_time,756,express,budget
017,"Folded postcard",14,size,994,folded_postcard_20x15,folded_postcard_20x15
017,"Folded postcard",30,fix_it,1131,fix_it_no,fix_it_no
017,"Folded postcard",30,fix_it,1130,fix_it_yes,fix_it_no
018,"Memo block",1,paper,820,woodfree_80,woodfree_80
018,"Memo block",4,colors,1400,print_color_colorful,print_color_colorful
018,"Memo block",13,production_time,754,budget,budget
018,"Memo block",13,production_time,755,standard,budget
018,"Memo block",13,production_time,1134,industrial,budget
018,"Memo block",14,size,894,memo_10x10,memo_10x10
018,"Memo block",19,glue,779,glue_yes,glue_no
018,"Memo block",19,glue,780,glue_no,glue_no
018,"Memo block",27,amount_in_block,913,amount_in_block_50,amount_in_block_50
018,"Memo block",27,amount_in_block,914,amount_in_block_100,amount_in_block_50
018,"Memo block",27,amount_in_block,915,amount_in_block_150,amount_in_block_50
018,"Memo block",30,fix_it,1130,fix_it_yes,fix_it_no
018,"Memo block",30,fix_it,1131,fix_it_no,fix_it_no
019,Planner,1,paper,820,woodfree_80,woodfree_80
019,Planner,4,colors,1400,print_color_colorful,print_color_colorful
019,Planner,13,production_time,754,budget,budget
019,Planner,13,production_time,755,standard,budget
019,Planner,13,production_time,1134,industrial,budget
019,Planner,14,size,943,block_size_a4,block_size_a4
019,Planner,14,size,944,block_size_a3,block_size_a4
019,Planner,27,amount_in_block,913,amount_in_block_50,amount_in_block_50
019,Planner,27,amount_in_block,914,amount_in_block_100,amount_in_block_50
019,Planner,27,amount_in_block,915,amount_in_block_150,amount_in_block_50
019,Planner,30,fix_it,1131,fix_it_no,fix_it_no
019,Planner,30,fix_it,1130,fix_it_yes,fix_it_no
020,"Candy box",4,colors,794,print_color_black,print_color_black
020,"Candy box",4,colors,796,print_color_white,print_color_black
020,"Candy box",13,production_time,754,budget,budget
020,"Candy box",13,production_time,1134,industrial,budget
020,"Candy box",14,size,993,candy_42x42,candy_42x42
020,"Candy box",15,product_color,895,candies_black,candies_black
020,"Candy box",15,product_color,896,candies_blue,candies_black
020,"Candy box",15,product_color,897,candies_orange,candies_black
020,"Candy box",15,product_color,898,candies_pink,candies_black
020,"Candy box",15,product_color,899,candies_red,candies_black
020,"Candy box",15,product_color,900,candies_silver,candies_black
020,"Candy box",15,product_color,901,candies_white,candies_black
020,"Candy box",30,fix_it,1130,fix_it_yes,fix_it_no
020,"Candy box",30,fix_it,1131,fix_it_no,fix_it_no
021,Folder,1,paper,823,chromo_glossy_300,chromo_glossy_300
021,Folder,4,colors,1400,print_color_colorful,print_color_colorful
021,Folder,6,lamination,842,lamination_1side_matte,lamination_1side_matte
021,Folder,6,lamination,844,lamination_1side_glossy,lamination_1side_matte
021,Folder,13,production_time,1134,industrial,industrial
021,Folder,14,size,911,folder_460x320,folder_460x320
021,Folder,25,folder_flap,905,folder_flap_one_left,folder_flap_one_left
021,Folder,25,folder_flap,907,folder_flap_two,folder_flap_one_left
021,Folder,26,card_slit,910,card_slit_yes,card_slit_yes
021,Folder,30,fix_it,1131,fix_it_no,fix_it_no
021,Folder,30,fix_it,1130,fix_it_yes,fix_it_no
022,Flyer,1,paper,828,chromo_matte_135,chromo_matte_135
022,Flyer,1,paper,829,chromo_glossy_135,chromo_matte_135
022,Flyer,1,paper,826,chromo_matte_170,chromo_matte_135
022,Flyer,1,paper,827,chromo_glossy_170,chromo_matte_135
022,Flyer,1,paper,824,chromo_matte_220,chromo_matte_135
022,Flyer,1,paper,825,chromo_glossy_220,chromo_matte_135
022,Flyer,2,format,834,horizontal,vertical
022,Flyer,2,format,835,vertical,vertical
022,Flyer,4,colors,1400,print_color_colorful,print_color_colorful
022,Flyer,6,lamination,933,lamination_no,lamination_no
022,Flyer,6,lamination,843,lamination_2sides_matte,lamination_no
022,Flyer,6,lamination,845,lamination_2sides_glossy,lamination_no
022,Flyer,13,production_time,1134,industrial,budget
022,Flyer,13,production_time,754,budget,budget
022,Flyer,13,production_time,755,standard,budget
022,Flyer,13,production_time,756,express,budget
022,Flyer,14,size,981,a5_with_bleed,a5_with_bleed
022,Flyer,14,size,982,a4_with_bleed,a5_with_bleed
022,Flyer,30,fix_it,1131,fix_it_no,fix_it_no
022,Flyer,30,fix_it,1130,fix_it_yes,fix_it_no
022,Flyer,33,printed_side,1398,printed_side_simplex,printed_side_simplex
022,Flyer,33,printed_side,1399,printed_side_duplex,printed_side_simplex
023,"Folded Flyer - 1 fold",1,paper,828,chromo_matte_135,chromo_matte_135
023,"Folded Flyer - 1 fold",1,paper,829,chromo_glossy_135,chromo_matte_135
023,"Folded Flyer - 1 fold",1,paper,826,chromo_matte_170,chromo_matte_135
023,"Folded Flyer - 1 fold",1,paper,827,chromo_glossy_170,chromo_matte_135
023,"Folded Flyer - 1 fold",1,paper,824,chromo_matte_220,chromo_matte_135
023,"Folded Flyer - 1 fold",1,paper,825,chromo_glossy_220,chromo_matte_135
023,"Folded Flyer - 1 fold",2,format,834,horizontal,horizontal
023,"Folded Flyer - 1 fold",4,colors,1400,print_color_colorful,print_color_colorful
023,"Folded Flyer - 1 fold",6,lamination,933,lamination_no,lamination_no
023,"Folded Flyer - 1 fold",13,production_time,1134,industrial,budget
023,"Folded Flyer - 1 fold",13,production_time,754,budget,budget
023,"Folded Flyer - 1 fold",13,production_time,755,standard,budget
023,"Folded Flyer - 1 fold",13,production_time,756,express,budget
023,"Folded Flyer - 1 fold",14,size,916,a4_folded,a4_folded
023,"Folded Flyer - 1 fold",14,size,917,a5_folded,a4_folded
023,"Folded Flyer - 1 fold",30,fix_it,1131,fix_it_no,fix_it_no
023,"Folded Flyer - 1 fold",30,fix_it,1130,fix_it_yes,fix_it_no
024,"Folded Flyer - 2 folds",1,paper,828,chromo_matte_135,chromo_matte_135
024,"Folded Flyer - 2 folds",1,paper,829,chromo_glossy_135,chromo_matte_135
024,"Folded Flyer - 2 folds",1,paper,826,chromo_matte_170,chromo_matte_135
024,"Folded Flyer - 2 folds",1,paper,827,chromo_glossy_170,chromo_matte_135
024,"Folded Flyer - 2 folds",1,paper,824,chromo_matte_220,chromo_matte_135
024,"Folded Flyer - 2 folds",1,paper,825,chromo_glossy_220,chromo_matte_135
024,"Folded Flyer - 2 folds",2,format,834,horizontal,horizontal
024,"Folded Flyer - 2 folds",4,colors,1400,print_color_colorful,print_color_colorful
024,"Folded Flyer - 2 folds",6,lamination,933,lamination_no,lamination_no
024,"Folded Flyer - 2 folds",13,production_time,1134,industrial,budget
024,"Folded Flyer - 2 folds",13,production_time,754,budget,budget
024,"Folded Flyer - 2 folds",13,production_time,755,standard,budget
024,"Folded Flyer - 2 folds",13,production_time,756,express,budget
024,"Folded Flyer - 2 folds",14,size,916,a4_folded,a4_folded
024,"Folded Flyer - 2 folds",30,fix_it,1131,fix_it_no,fix_it_no
024,"Folded Flyer - 2 folds",30,fix_it,1130,fix_it_yes,fix_it_no
025,"Beer mat",4,colors,1400,print_color_colorful,print_color_colorful
025,"Beer mat",13,production_time,754,budget,budget
025,"Beer mat",13,production_time,1134,industrial,budget
025,"Beer mat",14,size,918,beermat_square_9x9,beermat_square_9x9
025,"Beer mat",14,size,919,beermat_circle_9,beermat_square_9x9
025,"Beer mat",30,fix_it,1130,fix_it_yes,fix_it_no
025,"Beer mat",30,fix_it,1131,fix_it_no,fix_it_no
025,"Beer mat",33,printed_side,1398,printed_side_simplex,printed_side_simplex
025,"Beer mat",33,printed_side,1399,printed_side_duplex,printed_side_simplex
026,"Door hanger",1,paper,822,chromo_matte_300,chromo_matte_220
026,"Door hanger",1,paper,824,chromo_matte_220,chromo_matte_220
026,"Door hanger",4,colors,1400,print_color_colorful,print_color_colorful
026,"Door hanger",13,production_time,754,budget,budget
026,"Door hanger",13,production_time,755,standard,budget
026,"Door hanger",13,production_time,1134,industrial,budget
026,"Door hanger",14,size,920,door_hanger_100x270,door_hanger_100x270
026,"Door hanger",14,size,921,door_hanger_125x300,door_hanger_100x270
026,"Door hanger",14,size,922,door_hanger_120x400,door_hanger_100x270
026,"Door hanger",30,fix_it,1130,fix_it_yes,fix_it_no
026,"Door hanger",30,fix_it,1131,fix_it_no,fix_it_no
026,"Door hanger",33,printed_side,1398,printed_side_simplex,printed_side_simplex
026,"Door hanger",33,printed_side,1399,printed_side_duplex,printed_side_simplex
027,Stickers,2,format,1580,roll_sticker_circle,roll_sticker_circle
027,Stickers,2,format,1581,roll_sticker_rectangle,roll_sticker_circle
027,Stickers,2,format,1582,roll_sticker_ellipse,roll_sticker_circle
027,Stickers,2,format,1583,roll_sticker_square,roll_sticker_circle
027,Stickers,2,format,1584,roll_sticker_hexagon,roll_sticker_circle
027,Stickers,2,format,1585,roll_sticker_label,roll_sticker_circle
027,Stickers,2,format,1608,star,roll_sticker_circle
027,Stickers,4,colors,1400,print_color_colorful,print_color_colorful
027,Stickers,13,production_time,1134,industrial,budget
027,Stickers,13,production_time,754,budget,budget
027,Stickers,13,production_time,755,standard,budget
027,Stickers,14,size,1604,sticker_star_7x7,sticker_circle_3
027,Stickers,14,size,924,sticker_circle_3,sticker_circle_3
027,Stickers,14,size,1586,sticker_circle_4,sticker_circle_3
027,Stickers,14,size,925,sticker_circle_5,sticker_circle_3
027,Stickers,14,size,1587,sticker_circle_6,sticker_circle_3
027,Stickers,14,size,1588,sticker_circle_7,sticker_circle_3
027,Stickers,14,size,1589,sticker_circle_8,sticker_circle_3
027,Stickers,14,size,1590,sticker_circle_9,sticker_circle_3
027,Stickers,14,size,1591,sticker_circle_10,sticker_circle_3
027,Stickers,14,size,1593,sticker_square_3,sticker_circle_3
027,Stickers,14,size,1594,sticker_square_4,sticker_circle_3
027,Stickers,14,size,926,sticker_square_5,sticker_circle_3
027,Stickers,14,size,1595,sticker_square_6,sticker_circle_3
